"","Date","AQI","Location"
"1809",2011-02-26,122,"MPCB-BSRI"
"1810",2011-03-02,115,"MPCB-BSRI"
"1811",2011-03-05,113,"MPCB-BSRI"
"1812",2011-03-09,129,"MPCB-BSRI"
"1813",2011-03-12,120,"MPCB-BSRI"
"1814",2011-03-16,167,"MPCB-BSRI"
"1815",2011-03-19,155,"MPCB-BSRI"
"1816",2011-03-23,109,"MPCB-BSRI"
"1817",2011-03-26,101,"MPCB-BSRI"
"1818",2011-03-30,127,"MPCB-BSRI"
"1819",2011-04-02,149,"MPCB-BSRI"
"1820",2011-04-06,89,"MPCB-BSRI"
"1821",2011-04-09,113,"MPCB-BSRI"
"1822",2011-04-13,111,"MPCB-BSRI"
"1823",2011-04-16,93,"MPCB-BSRI"
"1824",2011-04-20,93,"MPCB-BSRI"
"1825",2011-04-22,86,"MPCB-BSRI"
"1826",2011-04-27,121,"MPCB-BSRI"
"1827",2011-04-30,77,"MPCB-BSRI"
"1828",2011-05-04,65,"MPCB-BSRI"
"1829",2011-05-07,58,"MPCB-BSRI"
"1830",2011-05-11,79,"MPCB-BSRI"
"1831",2011-05-14,118,"MPCB-BSRI"
"1832",2011-05-18,96,"MPCB-BSRI"
"1833",2011-05-21,53,"MPCB-BSRI"
"1834",2011-05-25,50,"MPCB-BSRI"
"1835",2011-05-28,45,"MPCB-BSRI"
"1836",2011-06-01,60,"MPCB-BSRI"
"1837",2011-06-04,74,"MPCB-BSRI"
"1838",2011-06-08,81,"MPCB-BSRI"
"1839",2011-06-11,71,"MPCB-BSRI"
"1840",2011-06-15,60,"MPCB-BSRI"
"1841",2011-06-18,100,"MPCB-BSRI"
"1842",2011-06-22,82,"MPCB-BSRI"
"1843",2011-06-25,81,"MPCB-BSRI"
"1844",2011-06-29,104,"MPCB-BSRI"
"1845",2011-07-02,92,"MPCB-BSRI"
"1846",2011-07-06,95,"MPCB-BSRI"
"1847",2011-07-09,102,"MPCB-BSRI"
"1848",2011-07-13,105,"MPCB-BSRI"
"1849",2011-07-16,89,"MPCB-BSRI"
"1850",2011-07-22,66,"MPCB-BSRI"
"1851",2011-07-23,77,"MPCB-BSRI"
"1852",2011-07-27,79,"MPCB-BSRI"
"1853",2011-07-30,81,"MPCB-BSRI"
"1854",2011-08-03,78,"MPCB-BSRI"
"1855",2011-08-06,75,"MPCB-BSRI"
"1856",2011-08-10,66,"MPCB-BSRI"
"1857",2011-08-14,64,"MPCB-BSRI"
"1858",2011-08-17,73,"MPCB-BSRI"
"1859",2011-08-20,66,"MPCB-BSRI"
"1860",2011-08-24,193,"MPCB-BSRI"
"1861",2011-08-27,75,"MPCB-BSRI"
"1862",2011-08-31,92,"MPCB-BSRI"
"1863",2011-09-04,71,"MPCB-BSRI"
"1864",2011-09-07,75,"MPCB-BSRI"
"1865",2011-09-17,61,"MPCB-BSRI"
"1866",2011-09-18,61,"MPCB-BSRI"
"1867",2011-09-21,101,"MPCB-BSRI"
"1868",2011-09-24,59,"MPCB-BSRI"
"1869",2011-09-28,131,"MPCB-BSRI"
"1870",2011-10-02,82,"MPCB-BSRI"
"1871",2011-10-05,96,"MPCB-BSRI"
"1872",2011-10-09,77,"MPCB-BSRI"
"1873",2011-10-12,88,"MPCB-BSRI"
"1874",2011-10-15,86,"MPCB-BSRI"
"1875",2011-10-19,124,"MPCB-BSRI"
"1876",2011-10-23,137,"MPCB-BSRI"
"1877",2011-10-26,122,"MPCB-BSRI"
"1878",2011-10-27,84,"MPCB-BSRI"
"1879",2011-11-02,147,"MPCB-BSRI"
"1880",2011-11-06,141,"MPCB-BSRI"
"1881",2011-11-09,141,"MPCB-BSRI"
"1882",2011-11-12,150,"MPCB-BSRI"
"1883",2011-11-16,160,"MPCB-BSRI"
"1884",2011-11-19,159,"MPCB-BSRI"
"1885",2011-11-23,151,"MPCB-BSRI"
"1886",2011-11-27,109,"MPCB-BSRI"
"1887",2011-11-30,165,"MPCB-BSRI"
"1888",2011-12-04,171,"MPCB-BSRI"
"1889",2011-12-07,250,"MPCB-BSRI"
"1890",2011-12-10,189,"MPCB-BSRI"
"1891",2011-12-14,220,"MPCB-BSRI"
"1892",2011-12-17,197,"MPCB-BSRI"
"1893",2011-12-21,221,"MPCB-BSRI"
"1894",2011-12-25,254,"MPCB-BSRI"
"1895",2011-12-28,217,"MPCB-BSRI"
"1896",2011-12-31,177,"MPCB-BSRI"
"1897",2012-01-01,133,"Karve Road"
"1898",2012-01-02,148,"Karve Road"
"1899",2012-01-03,129,"Karve Road"
"1900",2012-01-04,111,"Karve Road"
"1901",2012-01-05,132,"Karve Road"
"1902",2012-01-06,119,"Karve Road"
"1903",2012-01-07,117,"Karve Road"
"1904",2012-01-08,104,"Karve Road"
"1905",2012-01-09,164,"Karve Road"
"1906",2012-01-10,169,"Karve Road"
"1907",2012-01-11,183,"Karve Road"
"1908",2012-01-12,173,"Karve Road"
"1909",2012-01-13,167,"Karve Road"
"1910",2012-01-14,185,"Karve Road"
"1911",2012-01-15,153,"Karve Road"
"1912",2012-01-16,135,"Karve Road"
"1913",2012-01-17,121,"Karve Road"
"1914",2012-01-18,104,"Karve Road"
"1915",2012-01-19,89,"Karve Road"
"1916",2012-01-20,140,"Karve Road"
"1917",2012-01-21,154,"Karve Road"
"1918",2012-01-22,117,"Karve Road"
"1919",2012-01-23,121,"Karve Road"
"1920",2012-01-26,114,"Karve Road"
"1921",2012-01-27,121,"Karve Road"
"1922",2012-01-28,122,"Karve Road"
"1923",2012-01-29,122,"Karve Road"
"1924",2012-01-30,127,"Karve Road"
"1925",2012-01-31,149,"Karve Road"
"1926",2012-02-01,157,"Karve Road"
"1927",2012-02-02,175,"Karve Road"
"1928",2012-02-03,173,"Karve Road"
"1929",2012-02-04,153,"Karve Road"
"1930",2012-02-05,135,"Karve Road"
"1931",2012-02-06,145,"Karve Road"
"1932",2012-02-07,161,"Karve Road"
"1933",2012-02-08,117,"Karve Road"
"1934",2012-02-09,147,"Karve Road"
"1935",2012-02-10,146,"Karve Road"
"1936",2012-02-11,195,"Karve Road"
"1937",2012-02-12,122,"Karve Road"
"1938",2012-02-13,110,"Karve Road"
"1939",2012-02-14,145,"Karve Road"
"1940",2012-02-15,160,"Karve Road"
"1941",2012-02-16,143,"Karve Road"
"1942",2012-02-17,149,"Karve Road"
"1943",2012-02-18,169,"Karve Road"
"1944",2012-02-19,162,"Karve Road"
"1945",2012-02-20,159,"Karve Road"
"1946",2012-02-21,187,"Karve Road"
"1947",2012-02-22,145,"Karve Road"
"1948",2012-02-23,157,"Karve Road"
"1949",2012-02-24,139,"Karve Road"
"1950",2012-02-25,154,"Karve Road"
"1951",2012-02-26,149,"Karve Road"
"1952",2012-02-28,142,"Karve Road"
"1953",2012-02-29,131,"Karve Road"
"1954",2012-03-01,138,"Karve Road"
"1955",2012-03-02,124,"Karve Road"
"1956",2012-03-03,195,"Karve Road"
"1957",2012-03-04,181,"Karve Road"
"1958",2012-03-05,171,"Karve Road"
"1959",2012-03-06,137,"Karve Road"
"1960",2012-03-07,133,"Karve Road"
"1961",2012-03-08,125,"Karve Road"
"1962",2012-03-09,133,"Karve Road"
"1963",2012-03-10,153,"Karve Road"
"1964",2012-03-11,131,"Karve Road"
"1965",2012-03-12,120,"Karve Road"
"1966",2012-03-13,157,"Karve Road"
"1967",2012-03-14,168,"Karve Road"
"1968",2012-03-15,143,"Karve Road"
"1969",2012-03-16,155,"Karve Road"
"1970",2012-03-17,130,"Karve Road"
"1971",2012-03-18,126,"Karve Road"
"1972",2012-03-19,145,"Karve Road"
"1973",2012-03-20,145,"Karve Road"
"1974",2012-03-21,NA,"Karve Road"
"1975",2012-03-22,398,"Karve Road"
"1976",2012-03-23,346,"Karve Road"
"1977",2012-03-24,210,"Karve Road"
"1978",2012-03-25,164,"Karve Road"
"1979",2012-03-26,185,"Karve Road"
"1980",2012-03-27,172,"Karve Road"
"1981",2012-03-28,170,"Karve Road"
"1982",2012-03-29,167,"Karve Road"
"1983",2012-03-31,144,"Karve Road"
"1984",2012-04-01,152,"Karve Road"
"1985",2012-04-02,151,"Karve Road"
"1986",2012-04-03,123,"Karve Road"
"1987",2012-04-04,126,"Karve Road"
"1988",2012-04-05,118,"Karve Road"
"1989",2012-04-06,105,"Karve Road"
"1990",2012-04-07,145,"Karve Road"
"1991",2012-04-08,111,"Karve Road"
"1992",2012-04-09,115,"Karve Road"
"1993",2012-04-10,113,"Karve Road"
"1994",2012-04-11,114,"Karve Road"
"1995",2012-04-12,116,"Karve Road"
"1996",2012-04-13,105,"Karve Road"
"1997",2012-04-14,107,"Karve Road"
"1998",2012-04-15,125,"Karve Road"
"1999",2012-04-16,137,"Karve Road"
"2000",2012-04-17,141,"Karve Road"
"2001",2012-04-18,137,"Karve Road"
"2002",2012-04-19,125,"Karve Road"
"2003",2012-04-20,136,"Karve Road"
"2004",2012-04-21,115,"Karve Road"
"2005",2012-04-22,114,"Karve Road"
"2006",2012-04-23,109,"Karve Road"
"2007",2012-04-24,127,"Karve Road"
"2008",2012-04-26,174,"Karve Road"
"2009",2012-04-27,145,"Karve Road"
"2010",2012-04-28,128,"Karve Road"
"2011",2012-04-29,119,"Karve Road"
"2012",2012-04-30,112,"Karve Road"
"2013",2012-05-01,114,"Karve Road"
"2014",2012-05-02,126,"Karve Road"
"2015",2012-05-03,129,"Karve Road"
"2016",2012-05-04,147,"Karve Road"
"2017",2012-05-05,108,"Karve Road"
"2018",2012-05-06,106,"Karve Road"
"2019",2012-05-07,103,"Karve Road"
"2020",2012-05-08,113,"Karve Road"
"2021",2012-05-09,105,"Karve Road"
"2022",2012-05-10,106,"Karve Road"
"2023",2012-05-11,94,"Karve Road"
"2024",2012-05-12,93,"Karve Road"
"2025",2012-05-13,NA,"Karve Road"
"2026",2012-05-14,90,"Karve Road"
"2027",2012-05-15,103,"Karve Road"
"2028",2012-05-16,104,"Karve Road"
"2029",2012-05-17,83,"Karve Road"
"2030",2012-05-18,105,"Karve Road"
"2031",2012-05-19,92,"Karve Road"
"2032",2012-05-20,NA,"Karve Road"
"2033",2012-05-21,103,"Karve Road"
"2034",2012-05-22,105,"Karve Road"
"2035",2012-05-23,113,"Karve Road"
"2036",2012-05-24,107,"Karve Road"
"2037",2012-05-25,107,"Karve Road"
"2038",2012-05-26,80,"Karve Road"
"2039",2012-05-27,99,"Karve Road"
"2040",2012-05-28,135,"Karve Road"
"2041",2012-05-29,153,"Karve Road"
"2042",2012-05-30,123,"Karve Road"
"2043",2012-05-31,111,"Karve Road"
"2044",2012-06-01,109,"Karve Road"
"2045",2012-06-02,83,"Karve Road"
"2046",2012-06-03,75,"Karve Road"
"2047",2012-06-04,67,"Karve Road"
"2048",2012-06-05,80,"Karve Road"
"2049",2012-06-06,78,"Karve Road"
"2050",2012-06-07,76,"Karve Road"
"2051",2012-06-08,73,"Karve Road"
"2052",2012-06-09,92,"Karve Road"
"2053",2012-06-10,95,"Karve Road"
"2054",2012-06-11,75,"Karve Road"
"2055",2012-06-12,64,"Karve Road"
"2056",2012-06-13,57,"Karve Road"
"2057",2012-06-14,73,"Karve Road"
"2058",2012-06-15,88,"Karve Road"
"2059",2012-06-16,62,"Karve Road"
"2060",2012-06-17,54,"Karve Road"
"2061",2012-06-18,73,"Karve Road"
"2062",2012-06-19,75,"Karve Road"
"2063",2012-06-20,76,"Karve Road"
"2064",2012-06-21,78,"Karve Road"
"2065",2012-06-22,75,"Karve Road"
"2066",2012-06-23,74,"Karve Road"
"2067",2012-06-24,58,"Karve Road"
"2068",2012-06-25,58,"Karve Road"
"2069",2012-06-26,61,"Karve Road"
"2070",2012-06-27,53,"Karve Road"
"2071",2012-06-28,59,"Karve Road"
"2072",2012-06-29,54,"Karve Road"
"2073",2012-06-30,55,"Karve Road"
"2074",2012-07-01,60,"Karve Road"
"2075",2012-07-02,59,"Karve Road"
"2076",2012-07-03,65,"Karve Road"
"2077",2012-07-04,46,"Karve Road"
"2078",2012-07-05,NA,"Karve Road"
"2079",2012-07-06,62,"Karve Road"
"2080",2012-07-07,75,"Karve Road"
"2081",2012-07-08,78,"Karve Road"
"2082",2012-07-09,123,"Karve Road"
"2083",2012-07-10,118,"Karve Road"
"2084",2012-07-11,65,"Karve Road"
"2085",2012-07-12,66,"Karve Road"
"2086",2012-07-13,99,"Karve Road"
"2087",2012-07-14,90,"Karve Road"
"2088",2012-07-15,67,"Karve Road"
"2089",2012-07-16,59,"Karve Road"
"2090",2012-07-17,57,"Karve Road"
"2091",2012-07-18,40,"Karve Road"
"2092",2012-07-19,45,"Karve Road"
"2093",2012-07-20,51,"Karve Road"
"2094",2012-07-21,70,"Karve Road"
"2095",2012-07-22,73,"Karve Road"
"2096",2012-07-23,70,"Karve Road"
"2097",2012-07-24,72,"Karve Road"
"2098",2012-07-25,66,"Karve Road"
"2099",2012-07-26,78,"Karve Road"
"2100",2012-07-27,78,"Karve Road"
"2101",2012-07-28,78,"Karve Road"
"2102",2012-07-29,60,"Karve Road"
"2103",2012-07-30,42,"Karve Road"
"2104",2012-07-31,54,"Karve Road"
"2105",2012-08-01,48,"Karve Road"
"2106",2012-08-02,51,"Karve Road"
"2107",2012-08-03,47,"Karve Road"
"2108",2012-08-04,NA,"Karve Road"
"2109",2012-08-05,41,"Karve Road"
"2110",2012-08-06,46,"Karve Road"
"2111",2012-08-07,49,"Karve Road"
"2112",2012-08-08,52,"Karve Road"
"2113",2012-08-09,43,"Karve Road"
"2114",2012-08-10,45,"Karve Road"
"2115",2012-08-11,53,"Karve Road"
"2116",2012-08-12,56,"Karve Road"
"2117",2012-08-13,62,"Karve Road"
"2118",2012-08-14,66,"Karve Road"
"2119",2012-08-15,73,"Karve Road"
"2120",2012-08-16,70,"Karve Road"
"2121",2012-08-17,71,"Karve Road"
"2122",2012-08-18,66,"Karve Road"
"2123",2012-08-19,41,"Karve Road"
"2124",2012-08-20,52,"Karve Road"
"2125",2012-08-21,56,"Karve Road"
"2126",2012-08-22,53,"Karve Road"
"2127",2012-08-23,51,"Karve Road"
"2128",2012-08-24,62,"Karve Road"
"2129",2012-08-25,68,"Karve Road"
"2130",2012-08-26,53,"Karve Road"
"2131",2012-08-27,53,"Karve Road"
"2132",2012-08-28,NA,"Karve Road"
"2133",2012-08-29,53,"Karve Road"
"2134",2012-08-30,49,"Karve Road"
"2135",2012-08-31,56,"Karve Road"
"2136",2012-09-01,48,"Karve Road"
"2137",2012-09-02,44,"Karve Road"
"2138",2012-09-03,54,"Karve Road"
"2139",2012-09-04,59,"Karve Road"
"2140",2012-09-05,58,"Karve Road"
"2141",2012-09-06,56,"Karve Road"
"2142",2012-09-07,65,"Karve Road"
"2143",2012-09-08,60,"Karve Road"
"2144",2012-09-09,49,"Karve Road"
"2145",2012-09-10,59,"Karve Road"
"2146",2012-09-11,56,"Karve Road"
"2147",2012-09-12,78,"Karve Road"
"2148",2012-09-13,69,"Karve Road"
"2149",2012-09-14,61,"Karve Road"
"2150",2012-09-15,59,"Karve Road"
"2151",2012-09-16,66,"Karve Road"
"2152",2012-09-17,68,"Karve Road"
"2153",2012-09-18,71,"Karve Road"
"2154",2012-09-19,79,"Karve Road"
"2155",2012-09-20,84,"Karve Road"
"2156",2012-09-21,103,"Karve Road"
"2157",2012-09-22,98,"Karve Road"
"2158",2012-09-23,94,"Karve Road"
"2159",2012-09-24,86,"Karve Road"
"2160",2012-09-25,75,"Karve Road"
"2161",2012-09-26,86,"Karve Road"
"2162",2012-09-27,88,"Karve Road"
"2163",2012-09-28,90,"Karve Road"
"2164",2012-09-29,91,"Karve Road"
"2165",2012-09-30,98,"Karve Road"
"2166",2012-10-01,75,"Karve Road"
"2167",2012-10-02,69,"Karve Road"
"2168",2012-10-03,75,"Karve Road"
"2169",2012-10-04,80,"Karve Road"
"2170",2012-10-05,86,"Karve Road"
"2171",2012-10-06,101,"Karve Road"
"2172",2012-10-07,86,"Karve Road"
"2173",2012-10-08,101,"Karve Road"
"2174",2012-10-09,76,"Karve Road"
"2175",2012-10-10,84,"Karve Road"
"2176",2012-10-11,88,"Karve Road"
"2177",2012-10-12,93,"Karve Road"
"2178",2012-10-13,104,"Karve Road"
"2179",2012-10-14,107,"Karve Road"
"2180",2012-10-15,107,"Karve Road"
"2181",2012-10-16,125,"Karve Road"
"2182",2012-10-17,113,"Karve Road"
"2183",2012-10-18,121,"Karve Road"
"2184",2012-10-19,153,"Karve Road"
"2185",2012-10-20,149,"Karve Road"
"2186",2012-10-21,113,"Karve Road"
"2187",2012-10-22,125,"Karve Road"
"2188",2012-10-23,120,"Karve Road"
"2189",2012-10-24,99,"Karve Road"
"2190",2012-10-25,102,"Karve Road"
"2191",2012-10-27,124,"Karve Road"
"2192",2012-10-28,117,"Karve Road"
"2193",2012-10-29,144,"Karve Road"
"2194",2012-10-30,146,"Karve Road"
"2195",2012-10-31,162,"Karve Road"
"2196",2012-11-01,171,"Karve Road"
"2197",2012-11-02,139,"Karve Road"
"2198",2012-11-03,114,"Karve Road"
"2199",2012-11-04,107,"Karve Road"
"2200",2012-11-05,112,"Karve Road"
"2201",2012-11-06,122,"Karve Road"
"2202",2012-11-07,120,"Karve Road"
"2203",2012-11-08,110,"Karve Road"
"2204",2012-11-09,101,"Karve Road"
"2205",2012-11-10,113,"Karve Road"
"2206",2012-11-11,113,"Karve Road"
"2207",2012-11-12,120,"Karve Road"
"2208",2012-11-13,183,"Karve Road"
"2209",2012-11-14,178,"Karve Road"
"2210",2012-11-15,162,"Karve Road"
"2211",2012-11-16,181,"Karve Road"
"2212",2012-11-17,159,"Karve Road"
"2213",2012-11-18,147,"Karve Road"
"2214",2012-11-19,194,"Karve Road"
"2215",2012-11-20,208,"Karve Road"
"2216",2012-11-21,174,"Karve Road"
"2217",2012-11-22,163,"Karve Road"
"2218",2012-11-23,134,"Karve Road"
"2219",2012-11-24,135,"Karve Road"
"2220",2012-11-25,151,"Karve Road"
"2221",2012-11-26,139,"Karve Road"
"2222",2012-11-27,142,"Karve Road"
"2223",2012-11-28,133,"Karve Road"
"2224",2012-11-29,111,"Karve Road"
"2225",2012-11-30,124,"Karve Road"
"2226",2012-12-01,131,"Karve Road"
"2227",2012-12-02,148,"Karve Road"
"2228",2012-12-03,165,"Karve Road"
"2229",2012-12-04,186,"Karve Road"
"2230",2012-12-05,191,"Karve Road"
"2231",2012-12-06,151,"Karve Road"
"2232",2012-12-07,157,"Karve Road"
"2233",2012-12-08,136,"Karve Road"
"2234",2012-12-09,122,"Karve Road"
"2235",2012-12-10,119,"Karve Road"
"2236",2012-12-11,109,"Karve Road"
"2237",2012-12-12,129,"Karve Road"
"2238",2012-12-13,111,"Karve Road"
"2239",2012-12-14,169,"Karve Road"
"2240",2012-12-15,159,"Karve Road"
"2241",2012-12-16,157,"Karve Road"
"2242",2012-12-17,185,"Karve Road"
"2243",2012-12-18,175,"Karve Road"
"2244",2012-12-19,213,"Karve Road"
"2245",2012-12-20,231,"Karve Road"
"2246",2012-12-21,233,"Karve Road"
"2247",2012-12-22,190,"Karve Road"
"2248",2012-12-23,155,"Karve Road"
"2249",2012-12-24,182,"Karve Road"
"2250",2012-12-25,189,"Karve Road"
"2251",2012-12-26,208,"Karve Road"
"2252",2012-12-27,228,"Karve Road"
"2253",2012-12-28,174,"Karve Road"
"2254",2012-12-29,197,"Karve Road"
"2255",2012-12-30,175,"Karve Road"
"2256",2012-12-31,143,"Karve Road"
"2257",2013-01-01,121,"Karve Road"
"2258",2013-01-02,123,"Karve Road"
"2259",2013-01-03,143,"Karve Road"
"2260",2013-01-04,136,"Karve Road"
"2261",2013-01-05,124,"Karve Road"
"2262",2013-01-06,157,"Karve Road"
"2263",2013-01-07,167,"Karve Road"
"2264",2013-01-08,215,"Karve Road"
"2265",2013-01-09,211,"Karve Road"
"2266",2013-01-10,181,"Karve Road"
"2267",2013-01-11,212,"Karve Road"
"2268",2013-01-12,255,"Karve Road"
"2269",2013-01-13,182,"Karve Road"
"2270",2013-01-14,189,"Karve Road"
"2271",2013-01-15,183,"Karve Road"
"2272",2013-01-16,173,"Karve Road"
"2273",2013-01-17,140,"Karve Road"
"2274",2013-01-18,141,"Karve Road"
"2275",2013-01-19,206,"Karve Road"
"2276",2013-01-20,175,"Karve Road"
"2277",2013-01-21,179,"Karve Road"
"2278",2013-01-22,117,"Karve Road"
"2279",2013-01-23,150,"Karve Road"
"2280",2013-01-24,155,"Karve Road"
"2281",2013-01-25,132,"Karve Road"
"2282",2013-01-26,167,"Karve Road"
"2283",2013-01-27,169,"Karve Road"
"2284",2013-01-28,157,"Karve Road"
"2285",2013-01-29,136,"Karve Road"
"2286",2013-01-30,132,"Karve Road"
"2287",2013-01-31,131,"Karve Road"
"2288",2013-02-01,169,"Karve Road"
"2289",2013-02-02,169,"Karve Road"
"2290",2013-02-03,160,"Karve Road"
"2291",2013-02-04,136,"Karve Road"
"2292",2013-02-05,158,"Karve Road"
"2293",2013-02-06,127,"Karve Road"
"2294",2013-02-07,171,"Karve Road"
"2295",2013-02-08,176,"Karve Road"
"2296",2013-02-09,169,"Karve Road"
"2297",2013-02-10,134,"Karve Road"
"2298",2013-02-11,139,"Karve Road"
"2299",2013-02-12,168,"Karve Road"
"2300",2013-02-13,175,"Karve Road"
"2301",2013-02-14,157,"Karve Road"
"2302",2013-02-15,131,"Karve Road"
"2303",2013-02-16,129,"Karve Road"
"2304",2013-02-17,114,"Karve Road"
"2305",2013-02-18,173,"Karve Road"
"2306",2013-02-19,149,"Karve Road"
"2307",2013-02-20,143,"Karve Road"
"2308",2013-02-21,145,"Karve Road"
"2309",2013-02-22,130,"Karve Road"
"2310",2013-02-23,139,"Karve Road"
"2311",2013-02-24,141,"Karve Road"
"2312",2013-02-25,148,"Karve Road"
"2313",2013-02-26,133,"Karve Road"
"2314",2013-02-27,124,"Karve Road"
"2315",2013-02-28,186,"Karve Road"
"2316",2013-03-01,213,"Karve Road"
"2317",2013-03-02,193,"Karve Road"
"2318",2013-03-03,164,"Karve Road"
"2319",2013-03-04,195,"Karve Road"
"2320",2013-03-05,185,"Karve Road"
"2321",2013-03-06,184,"Karve Road"
"2322",2013-03-07,203,"Karve Road"
"2323",2013-03-08,161,"Karve Road"
"2324",2013-03-09,153,"Karve Road"
"2325",2013-03-10,138,"Karve Road"
"2326",2013-03-11,133,"Karve Road"
"2327",2013-03-12,127,"Karve Road"
"2328",2013-03-13,126,"Karve Road"
"2329",2013-03-14,127,"Karve Road"
"2330",2013-03-15,145,"Karve Road"
"2331",2013-03-16,151,"Karve Road"
"2332",2013-03-17,114,"Karve Road"
"2333",2013-03-18,130,"Karve Road"
"2334",2013-03-19,106,"Karve Road"
"2335",2013-03-20,110,"Karve Road"
"2336",2013-03-21,129,"Karve Road"
"2337",2013-03-23,121,"Karve Road"
"2338",2013-03-24,116,"Karve Road"
"2339",2013-03-25,144,"Karve Road"
"2340",2013-03-27,108,"Karve Road"
"2341",2013-03-28,106,"Karve Road"
"2342",2013-03-29,121,"Karve Road"
"2343",2013-03-30,127,"Karve Road"
"2344",2013-03-31,135,"Karve Road"
"2345",2013-04-01,123,"Karve Road"
"2346",2013-04-02,97,"Karve Road"
"2347",2013-04-03,103,"Karve Road"
"2348",2013-04-04,117,"Karve Road"
"2349",2013-04-05,136,"Karve Road"
"2350",2013-04-06,127,"Karve Road"
"2351",2013-04-07,126,"Karve Road"
"2352",2013-04-08,116,"Karve Road"
"2353",2013-04-09,131,"Karve Road"
"2354",2013-04-10,172,"Karve Road"
"2355",2013-04-11,316,"Karve Road"
"2356",2013-04-12,183,"Karve Road"
"2357",2013-04-13,149,"Karve Road"
"2358",2013-04-14,139,"Karve Road"
"2359",2013-04-15,146,"Karve Road"
"2360",2013-04-16,111,"Karve Road"
"2361",2013-04-17,122,"Karve Road"
"2362",2013-04-18,127,"Karve Road"
"2363",2013-04-19,138,"Karve Road"
"2364",2013-04-20,129,"Karve Road"
"2365",2013-04-21,110,"Karve Road"
"2366",2013-04-22,129,"Karve Road"
"2367",2013-04-23,137,"Karve Road"
"2368",2013-04-24,131,"Karve Road"
"2369",2013-04-25,137,"Karve Road"
"2370",2013-04-26,119,"Karve Road"
"2371",2013-04-27,147,"Karve Road"
"2372",2013-04-28,143,"Karve Road"
"2373",2013-04-29,128,"Karve Road"
"2374",2013-04-30,124,"Karve Road"
"2375",2013-05-01,131,"Karve Road"
"2376",2013-05-02,130,"Karve Road"
"2377",2013-05-03,123,"Karve Road"
"2378",2013-05-04,107,"Karve Road"
"2379",2013-05-05,104,"Karve Road"
"2380",2013-05-06,110,"Karve Road"
"2381",2013-05-07,125,"Karve Road"
"2382",2013-05-08,130,"Karve Road"
"2383",2013-05-09,141,"Karve Road"
"2384",2013-05-10,153,"Karve Road"
"2385",2013-05-11,152,"Karve Road"
"2386",2013-05-12,180,"Karve Road"
"2387",2013-05-13,169,"Karve Road"
"2388",2013-05-14,139,"Karve Road"
"2389",2013-05-15,133,"Karve Road"
"2390",2013-05-16,131,"Karve Road"
"2391",2013-05-17,117,"Karve Road"
"2392",2013-05-18,128,"Karve Road"
"2393",2013-05-19,131,"Karve Road"
"2394",2013-05-20,135,"Karve Road"
"2395",2013-05-21,121,"Karve Road"
"2396",2013-05-22,117,"Karve Road"
"2397",2013-05-23,101,"Karve Road"
"2398",2013-05-24,99,"Karve Road"
"2399",2013-05-25,82,"Karve Road"
"2400",2013-05-26,67,"Karve Road"
"2401",2013-05-27,81,"Karve Road"
"2402",2013-05-28,70,"Karve Road"
"2403",2013-05-29,81,"Karve Road"
"2404",2013-05-30,145,"Karve Road"
"2405",2013-05-31,115,"Karve Road"
"2406",2013-06-01,NA,"Karve Road"
"2407",2013-06-02,70,"Karve Road"
"2408",2013-06-03,90,"Karve Road"
"2409",2013-06-04,51,"Karve Road"
"2410",2013-06-05,59,"Karve Road"
"2411",2013-06-06,67,"Karve Road"
"2412",2013-06-07,74,"Karve Road"
"2413",2013-06-08,59,"Karve Road"
"2414",2013-06-09,66,"Karve Road"
"2415",2013-06-10,73,"Karve Road"
"2416",2013-06-11,134,"Karve Road"
"2417",2013-06-12,163,"Karve Road"
"2418",2013-06-13,138,"Karve Road"
"2419",2013-06-14,104,"Karve Road"
"2420",2013-06-15,81,"Karve Road"
"2421",2013-06-16,86,"Karve Road"
"2422",2013-06-17,90,"Karve Road"
"2423",2013-06-18,95,"Karve Road"
"2424",2013-06-19,86,"Karve Road"
"2425",2013-06-20,93,"Karve Road"
"2426",2013-06-21,107,"Karve Road"
"2427",2013-06-22,94,"Karve Road"
"2428",2013-06-23,94,"Karve Road"
"2429",2013-06-24,99,"Karve Road"
"2430",2013-06-25,NA,"Karve Road"
"2431",2013-06-26,103,"Karve Road"
"2432",2013-06-27,95,"Karve Road"
"2433",2013-06-28,96,"Karve Road"
"2434",2013-06-29,99,"Karve Road"
"2435",2013-06-30,NA,"Karve Road"
"2436",2013-07-01,89,"Karve Road"
"2437",2013-07-02,91,"Karve Road"
"2438",2013-07-03,102,"Karve Road"
"2439",2013-07-04,96,"Karve Road"
"2440",2013-07-05,101,"Karve Road"
"2441",2013-07-06,103,"Karve Road"
"2442",2013-07-07,107,"Karve Road"
"2443",2013-07-08,98,"Karve Road"
"2444",2013-07-09,NA,"Karve Road"
"2445",2013-07-10,84,"Karve Road"
"2446",2013-07-11,91,"Karve Road"
"2447",2013-07-12,93,"Karve Road"
"2448",2013-07-13,96,"Karve Road"
"2449",2013-07-14,96,"Karve Road"
"2450",2013-07-15,115,"Karve Road"
"2451",2013-07-16,109,"Karve Road"
"2452",2013-07-17,96,"Karve Road"
"2453",2013-07-18,101,"Karve Road"
"2454",2013-07-19,86,"Karve Road"
"2455",2013-07-20,107,"Karve Road"
"2456",2013-07-21,99,"Karve Road"
