"","Date","AQI","Location"
"3621",2012-06-24,35,"Bhosari"
"3622",2012-06-27,25,"Bhosari"
"3623",2012-06-30,36,"Bhosari"
"3624",2012-07-04,34,"Bhosari"
"3625",2012-07-08,43,"Bhosari"
"3626",2012-07-11,45,"Bhosari"
"3627",2012-07-14,46,"Bhosari"
"3628",2012-07-18,43,"Bhosari"
"3629",2012-07-22,32,"Bhosari"
"3630",2012-07-25,44,"Bhosari"
"3631",2012-07-29,37,"Bhosari"
"3632",2012-08-01,44,"Bhosari"
"3633",2012-08-04,27,"Bhosari"
"3634",2012-08-08,25,"Bhosari"
"3635",2012-08-12,24,"Bhosari"
"3636",2012-08-15,39,"Bhosari"
"3637",2012-08-18,49,"Bhosari"
"3638",2012-08-22,54,"Bhosari"
"3639",2012-08-26,41,"Bhosari"
"3640",2012-08-29,31,"Bhosari"
"3641",2012-09-02,29,"Bhosari"
"3642",2012-09-05,48,"Bhosari"
"3643",2012-09-10,38,"Bhosari"
"3644",2012-09-12,65,"Bhosari"
"3645",2012-09-16,46,"Bhosari"
"3646",2012-09-19,51,"Bhosari"
"3647",2012-09-22,49,"Bhosari"
"3648",2012-09-26,75,"Bhosari"
"3649",2012-09-29,101,"Bhosari"
"3650",2012-10-03,59,"Bhosari"
"3651",2012-10-07,47,"Bhosari"
"3652",2012-10-10,59,"Bhosari"
"3653",2012-10-14,101,"Bhosari"
"3654",2012-10-17,91,"Bhosari"
"3655",2012-10-21,101,"Bhosari"
"3656",2012-10-24,80,"Bhosari"
"3657",2012-10-28,111,"Bhosari"
"3658",2012-10-31,109,"Bhosari"
"3659",2012-11-03,NA,"Bhosari"
"3660",2012-11-07,112,"Bhosari"
"3661",2012-11-10,97,"Bhosari"
"3662",2012-11-13,156,"Bhosari"
"3663",2012-11-17,106,"Bhosari"
"3664",2012-11-21,99,"Bhosari"
"3665",2012-11-24,134,"Bhosari"
"3666",2012-11-28,164,"Bhosari"
"3667",2012-12-01,142,"Bhosari"
"3668",2012-12-05,117,"Bhosari"
"3669",2012-12-09,123,"Bhosari"
"3670",2012-12-12,147,"Bhosari"
"3671",2012-12-16,123,"Bhosari"
"3672",2012-12-19,131,"Bhosari"
"3673",2013-01-06,157,"Bhosari"
"3674",2013-01-09,195,"Bhosari"
"3675",2013-01-11,178,"Bhosari"
"3676",2013-01-13,505,"Bhosari"
"3677",2013-01-14,190,"Bhosari"
"3678",2013-01-16,163,"Bhosari"
"3679",2013-01-18,91,"Bhosari"
"3680",2013-01-20,128,"Bhosari"
"3681",2013-01-23,147,"Bhosari"
"3682",2013-01-25,155,"Bhosari"
"3683",2013-01-27,131,"Bhosari"
"3684",2013-01-30,137,"Bhosari"
"3685",2013-02-02,153,"Bhosari"
"3686",2013-02-06,94,"Bhosari"
"3687",2013-02-09,133,"Bhosari"
"3688",2013-02-13,124,"Bhosari"
"3689",2013-02-16,88,"Bhosari"
"3690",2013-02-20,133,"Bhosari"
"3691",2013-02-23,120,"Bhosari"
"3692",2013-02-27,115,"Bhosari"
"3693",2013-03-02,153,"Bhosari"
"3694",2013-03-03,127,"Bhosari"
"3695",2013-03-06,94,"Bhosari"
"3696",2013-03-09,133,"Bhosari"
"3697",2013-03-13,124,"Bhosari"
"3698",2013-03-16,88,"Bhosari"
"3699",2013-03-20,133,"Bhosari"
"3700",2013-03-23,120,"Bhosari"
"3701",2013-03-27,115,"Bhosari"
"3702",2013-04-03,84,"Bhosari"
"3703",2013-04-06,115,"Bhosari"
"3704",2013-04-10,90,"Bhosari"
"3705",2013-04-13,141,"Bhosari"
"3706",2013-04-17,105,"Bhosari"
"3707",2013-04-20,82,"Bhosari"
"3708",2013-04-24,56,"Bhosari"
"3709",2013-04-27,88,"Bhosari"
"3710",2013-05-01,NA,"Bhosari"
"3711",2013-05-04,89,"Bhosari"
"3712",2013-05-08,74,"Bhosari"
"3713",2013-05-11,76,"Bhosari"
"3714",2013-05-15,106,"Bhosari"
"3715",2013-05-18,89,"Bhosari"
"3716",2013-05-22,75,"Bhosari"
"3717",2013-05-25,61,"Bhosari"
"3718",2013-05-29,37,"Bhosari"
"3719",2013-06-01,48,"Bhosari"
"3720",2013-06-05,58,"Bhosari"
"3721",2013-06-08,94,"Bhosari"
"3722",2013-06-12,35,"Bhosari"
"3723",2013-06-15,49,"Bhosari"
"3724",2013-06-19,70,"Bhosari"
"3725",2013-06-22,57,"Bhosari"
"3726",2013-06-26,39,"Bhosari"
"3727",2013-06-30,69,"Bhosari"
"3728",2013-07-03,63,"Bhosari"
"3729",2013-07-06,47,"Bhosari"
"3730",2013-07-10,45,"Bhosari"
"3731",2013-07-14,45,"Bhosari"
"3732",2013-07-17,49,"Bhosari"
"3733",2013-07-21,40,"Bhosari"
"3734",2013-07-24,40,"Bhosari"
"3735",2013-07-27,26,"Bhosari"
"3736",2013-07-31,54,"Bhosari"
"3737",2013-08-04,60,"Bhosari"
"3738",2013-08-07,53,"Bhosari"
"3739",2013-08-11,37,"Bhosari"
"3740",2013-08-14,41,"Bhosari"
"3741",2013-08-17,30,"Bhosari"
"3742",2013-08-21,38,"Bhosari"
"3743",2013-08-24,36,"Bhosari"
"3744",2013-08-28,39,"Bhosari"
"3745",2013-08-31,43,"Bhosari"
"3746",2013-09-04,55,"Bhosari"
"3747",2013-09-07,57,"Bhosari"
"3748",2013-09-11,89,"Bhosari"
"3749",2013-09-14,60,"Bhosari"
"3750",2013-09-18,74,"Bhosari"
"3751",2013-09-21,35,"Bhosari"
"3752",2013-09-25,31,"Bhosari"
"3753",2013-09-28,45,"Bhosari"
"3754",2013-10-05,66,"Bhosari"
"3755",2013-10-09,41,"Bhosari"
"3756",2013-10-13,69,"Bhosari"
"3757",2013-10-16,64,"Bhosari"
"3758",2013-10-19,101,"Bhosari"
"3759",2013-10-23,95,"Bhosari"
"3760",2013-10-30,107,"Bhosari"
"3761",2013-11-02,112,"Bhosari"
"3762",2013-11-06,105,"Bhosari"
"3763",2013-11-09,113,"Bhosari"
"3764",2013-11-13,130,"Bhosari"
"3765",2013-11-20,177,"Bhosari"
"3766",2013-11-23,143,"Bhosari"
"3767",2013-11-27,105,"Bhosari"
"3768",2013-11-30,109,"Bhosari"
"3769",2013-12-04,105,"Bhosari"
"3770",2013-12-08,158,"Bhosari"
"3771",2013-12-11,166,"Bhosari"
"3772",2013-12-15,165,"Bhosari"
"3773",2013-12-18,165,"Bhosari"
"3774",2013-12-21,131,"Bhosari"
"3775",2013-12-25,96,"Bhosari"
"3776",2013-12-28,158,"Bhosari"
"3777",2014-01-01,111,"Bhosari"
"3778",2014-01-05,181,"Bhosari"
"3779",2014-01-08,128,"Bhosari"
"3780",2014-01-12,117,"Bhosari"
"3781",2014-01-15,151,"Bhosari"
"3782",2014-01-18,102,"Bhosari"
"3783",2014-01-22,116,"Bhosari"
"3784",2014-01-25,127,"Bhosari"
"3785",2014-01-29,148,"Bhosari"
"3786",2014-02-01,145,"Bhosari"
"3787",2014-02-05,153,"Bhosari"
"3788",2014-02-08,127,"Bhosari"
"3789",2014-02-12,104,"Bhosari"
"3790",2014-02-15,73,"Bhosari"
"3791",2014-02-19,143,"Bhosari"
"3792",2014-02-22,59,"Bhosari"
"3793",2014-02-26,110,"Bhosari"
"3794",2014-03-01,80,"Bhosari"
"3795",2014-03-05,86,"Bhosari"
"3796",2014-03-08,82,"Bhosari"
"3797",2014-03-12,95,"Bhosari"
"3798",2014-03-15,123,"Bhosari"
"3799",2014-03-19,104,"Bhosari"
"3800",2014-03-22,92,"Bhosari"
"3801",2014-03-26,86,"Bhosari"
"3802",2014-03-29,117,"Bhosari"
"3803",2014-04-02,98,"Bhosari"
"3804",2014-04-05,106,"Bhosari"
"3805",2014-04-09,103,"Bhosari"
"3806",2014-04-12,103,"Bhosari"
"3807",2014-04-16,83,"Bhosari"
"3808",2014-04-19,92,"Bhosari"
"3809",2014-04-23,101,"Bhosari"
"3810",2014-04-26,79,"Bhosari"
"3811",2014-05-02,82,"Bhosari"
"3812",2014-05-06,86,"Bhosari"
"3813",2014-05-09,62,"Bhosari"
"3814",2014-05-13,65,"Bhosari"
"3815",2014-05-16,66,"Bhosari"
"3816",2014-05-20,85,"Bhosari"
"3817",2014-05-23,82,"Bhosari"
"3818",2014-05-27,44,"Bhosari"
"3819",2014-05-30,56,"Bhosari"
"3820",2014-06-03,47,"Bhosari"
"3821",2014-06-06,40,"Bhosari"
"3822",2014-06-10,40,"Bhosari"
"3823",2014-06-13,39,"Bhosari"
"3824",2014-06-17,38,"Bhosari"
"3825",2014-06-20,57,"Bhosari"
"3826",2014-06-24,43,"Bhosari"
"3827",2014-07-01,131,"Bhosari"
"3828",2014-07-04,35,"Bhosari"
"3829",2014-07-08,26,"Bhosari"
"3830",2014-07-11,47,"Bhosari"
"3831",2014-07-15,113,"Bhosari"
"3832",2014-07-18,54,"Bhosari"
"3833",2014-07-22,48,"Bhosari"
"3834",2014-07-25,41,"Bhosari"
"3835",2014-07-29,41,"Bhosari"
"3836",2014-08-01,54,"Bhosari"
"3837",2014-08-05,34,"Bhosari"
"3838",2014-08-08,51,"Bhosari"
"3839",2014-08-12,41,"Bhosari"
"3840",2014-08-16,38,"Bhosari"
"3841",2014-08-19,78,"Bhosari"
"3842",2014-08-22,59,"Bhosari"
"3843",2014-08-26,46,"Bhosari"
"3844",2014-08-29,38,"Bhosari"
"3845",2014-09-02,55,"Bhosari"
"3846",2014-09-05,88,"Bhosari"
"3847",2014-09-09,90,"Bhosari"
"3848",2014-09-12,63,"Bhosari"
"3849",2014-09-16,53,"Bhosari"
"3850",2014-09-19,54,"Bhosari"
"3851",2014-09-23,71,"Bhosari"
"3852",2014-09-26,56,"Bhosari"
"3853",2014-09-30,125,"Bhosari"
"3854",2014-10-04,90,"Bhosari"
"3855",2014-10-07,90,"Bhosari"
"3856",2014-10-10,76,"Bhosari"
"3857",2014-10-14,111,"Bhosari"
"3858",2014-10-17,78,"Bhosari"
"3859",2014-10-23,158,"Bhosari"
"3860",2014-10-24,83,"Bhosari"
"3861",2014-11-04,144,"Bhosari"
"3862",2014-11-07,119,"Bhosari"
"3863",2014-11-11,142,"Bhosari"
"3864",2014-11-14,101,"Bhosari"
"3865",2014-11-18,119,"Bhosari"
"3866",2014-11-21,101,"Bhosari"
"3867",2014-11-25,121,"Bhosari"
"3868",2014-11-28,147,"Bhosari"
"3869",2014-12-02,183,"Bhosari"
"3870",2014-12-05,147,"Bhosari"
"3871",2014-12-09,181,"Bhosari"
"3872",2014-12-12,183,"Bhosari"
"3873",2014-12-16,173,"Bhosari"
"3874",2014-12-19,129,"Bhosari"
"3875",2014-12-23,123,"Bhosari"
"3876",2014-12-26,137,"Bhosari"
"3877",2012-01-01,162,"Pimpri Chinchwad"
"3878",2012-01-02,167,"Pimpri Chinchwad"
"3879",2012-01-03,167,"Pimpri Chinchwad"
"3880",2012-01-04,149,"Pimpri Chinchwad"
"3881",2012-01-05,147,"Pimpri Chinchwad"
"3882",2012-01-06,157,"Pimpri Chinchwad"
"3883",2012-01-08,146,"Pimpri Chinchwad"
"3884",2012-01-09,160,"Pimpri Chinchwad"
"3885",2012-01-10,181,"Pimpri Chinchwad"
"3886",2012-01-11,131,"Pimpri Chinchwad"
"3887",2012-01-12,175,"Pimpri Chinchwad"
"3888",2012-01-13,206,"Pimpri Chinchwad"
"3889",2012-01-15,190,"Pimpri Chinchwad"
"3890",2012-01-16,193,"Pimpri Chinchwad"
"3891",2012-01-17,171,"Pimpri Chinchwad"
"3892",2012-01-18,102,"Pimpri Chinchwad"
"3893",2012-01-19,91,"Pimpri Chinchwad"
"3894",2012-01-20,141,"Pimpri Chinchwad"
"3895",2012-01-21,137,"Pimpri Chinchwad"
"3896",2012-01-23,141,"Pimpri Chinchwad"
"3897",2012-01-24,137,"Pimpri Chinchwad"
"3898",2012-01-25,147,"Pimpri Chinchwad"
"3899",2012-01-27,143,"Pimpri Chinchwad"
"3900",2012-01-29,145,"Pimpri Chinchwad"
"3901",2012-01-30,170,"Pimpri Chinchwad"
"3902",2012-02-01,173,"Pimpri Chinchwad"
"3903",2012-02-02,193,"Pimpri Chinchwad"
"3904",2012-02-03,141,"Pimpri Chinchwad"
"3905",2012-02-05,145,"Pimpri Chinchwad"
"3906",2012-02-06,147,"Pimpri Chinchwad"
"3907",2012-02-07,145,"Pimpri Chinchwad"
"3908",2012-02-08,137,"Pimpri Chinchwad"
"3909",2012-02-09,134,"Pimpri Chinchwad"
"3910",2012-02-10,145,"Pimpri Chinchwad"
"3911",2012-02-12,139,"Pimpri Chinchwad"
"3912",2012-02-13,134,"Pimpri Chinchwad"
"3913",2012-02-14,139,"Pimpri Chinchwad"
"3914",2012-02-15,129,"Pimpri Chinchwad"
"3915",2012-02-16,108,"Pimpri Chinchwad"
"3916",2012-02-17,140,"Pimpri Chinchwad"
"3917",2012-02-19,134,"Pimpri Chinchwad"
"3918",2012-02-20,139,"Pimpri Chinchwad"
"3919",2012-02-21,137,"Pimpri Chinchwad"
"3920",2012-02-22,161,"Pimpri Chinchwad"
"3921",2012-02-23,156,"Pimpri Chinchwad"
"3922",2012-02-24,139,"Pimpri Chinchwad"
"3923",2012-02-26,145,"Pimpri Chinchwad"
"3924",2012-02-27,187,"Pimpri Chinchwad"
"3925",2012-02-28,146,"Pimpri Chinchwad"
"3926",2012-02-29,140,"Pimpri Chinchwad"
"3927",2012-03-01,151,"Pimpri Chinchwad"
"3928",2012-03-02,74,"Pimpri Chinchwad"
"3929",2012-03-04,137,"Pimpri Chinchwad"
"3930",2012-03-05,146,"Pimpri Chinchwad"
"3931",2012-03-06,123,"Pimpri Chinchwad"
"3932",2012-03-07,146,"Pimpri Chinchwad"
"3933",2012-03-08,123,"Pimpri Chinchwad"
"3934",2012-03-09,115,"Pimpri Chinchwad"
"3935",2012-03-11,129,"Pimpri Chinchwad"
"3936",2012-03-12,117,"Pimpri Chinchwad"
"3937",2012-03-13,122,"Pimpri Chinchwad"
"3938",2012-03-14,143,"Pimpri Chinchwad"
"3939",2012-03-15,150,"Pimpri Chinchwad"
"3940",2012-03-16,124,"Pimpri Chinchwad"
"3941",2012-03-18,131,"Pimpri Chinchwad"
"3942",2012-03-19,113,"Pimpri Chinchwad"
"3943",2012-03-20,119,"Pimpri Chinchwad"
"3944",2012-03-21,175,"Pimpri Chinchwad"
"3945",2012-03-22,219,"Pimpri Chinchwad"
"3946",2012-03-25,136,"Pimpri Chinchwad"
"3947",2012-03-26,137,"Pimpri Chinchwad"
"3948",2012-03-27,139,"Pimpri Chinchwad"
"3949",2012-03-28,128,"Pimpri Chinchwad"
"3950",2012-03-29,122,"Pimpri Chinchwad"
"3951",2012-04-01,108,"Pimpri Chinchwad"
"3952",2012-04-02,88,"Pimpri Chinchwad"
"3953",2012-04-04,94,"Pimpri Chinchwad"
"3954",2012-04-05,72,"Pimpri Chinchwad"
"3955",2012-04-06,67,"Pimpri Chinchwad"
"3956",2012-04-08,91,"Pimpri Chinchwad"
"3957",2012-04-14,80,"Pimpri Chinchwad"
"3958",2012-04-16,77,"Pimpri Chinchwad"
"3959",2012-04-17,74,"Pimpri Chinchwad"
"3960",2012-04-18,71,"Pimpri Chinchwad"
"3961",2012-04-19,93,"Pimpri Chinchwad"
"3962",2012-04-23,78,"Pimpri Chinchwad"
"3963",2012-04-24,60,"Pimpri Chinchwad"
"3964",2012-04-25,101,"Pimpri Chinchwad"
"3965",2012-04-26,101,"Pimpri Chinchwad"
"3966",2012-04-29,61,"Pimpri Chinchwad"
"3967",2012-04-30,59,"Pimpri Chinchwad"
"3968",2012-05-02,91,"Pimpri Chinchwad"
"3969",2012-05-03,62,"Pimpri Chinchwad"
"3970",2012-05-07,96,"Pimpri Chinchwad"
"3971",2012-05-08,72,"Pimpri Chinchwad"
"3972",2012-05-09,104,"Pimpri Chinchwad"
"3973",2012-05-10,NA,"Pimpri Chinchwad"
"3974",2012-05-11,76,"Pimpri Chinchwad"
"3975",2012-05-13,NA,"Pimpri Chinchwad"
"3976",2012-05-14,74,"Pimpri Chinchwad"
"3977",2012-05-15,49,"Pimpri Chinchwad"
"3978",2012-05-16,65,"Pimpri Chinchwad"
"3979",2012-05-18,45,"Pimpri Chinchwad"
"3980",2012-05-20,46,"Pimpri Chinchwad"
"3981",2012-05-21,51,"Pimpri Chinchwad"
"3982",2012-05-22,56,"Pimpri Chinchwad"
"3983",2012-05-23,NA,"Pimpri Chinchwad"
"3984",2012-05-24,37,"Pimpri Chinchwad"
"3985",2012-05-25,39,"Pimpri Chinchwad"
"3986",2012-05-27,44,"Pimpri Chinchwad"
"3987",2012-05-28,41,"Pimpri Chinchwad"
"3988",2012-05-29,83,"Pimpri Chinchwad"
"3989",2012-05-30,40,"Pimpri Chinchwad"
"3990",2012-05-31,84,"Pimpri Chinchwad"
"3991",2012-06-01,51,"Pimpri Chinchwad"
"3992",2012-06-03,36,"Pimpri Chinchwad"
"3993",2012-06-04,35,"Pimpri Chinchwad"
"3994",2012-06-05,59,"Pimpri Chinchwad"
"3995",2012-06-06,49,"Pimpri Chinchwad"
"3996",2012-06-07,68,"Pimpri Chinchwad"
"3997",2012-06-12,36,"Pimpri Chinchwad"
"3998",2012-06-13,28,"Pimpri Chinchwad"
"3999",2012-06-14,36,"Pimpri Chinchwad"
"4000",2012-06-15,30,"Pimpri Chinchwad"
"4001",2012-06-17,90,"Pimpri Chinchwad"
"4002",2012-06-18,26,"Pimpri Chinchwad"
"4003",2012-06-19,31,"Pimpri Chinchwad"
"4004",2012-06-20,36,"Pimpri Chinchwad"
"4005",2012-06-21,31,"Pimpri Chinchwad"
"4006",2012-06-22,41,"Pimpri Chinchwad"
"4007",2012-06-24,39,"Pimpri Chinchwad"
"4008",2012-06-26,36,"Pimpri Chinchwad"
"4009",2012-06-27,39,"Pimpri Chinchwad"
"4010",2012-06-28,39,"Pimpri Chinchwad"
"4011",2012-07-01,44,"Pimpri Chinchwad"
"4012",2012-07-02,54,"Pimpri Chinchwad"
"4013",2012-07-05,38,"Pimpri Chinchwad"
"4014",2012-07-08,58,"Pimpri Chinchwad"
"4015",2012-07-09,47,"Pimpri Chinchwad"
"4016",2012-07-11,83,"Pimpri Chinchwad"
"4017",2012-07-12,38,"Pimpri Chinchwad"
"4018",2012-07-13,52,"Pimpri Chinchwad"
"4019",2012-07-15,30,"Pimpri Chinchwad"
"4020",2012-07-16,44,"Pimpri Chinchwad"
"4021",2012-07-17,58,"Pimpri Chinchwad"
"4022",2012-07-19,41,"Pimpri Chinchwad"
"4023",2012-07-20,38,"Pimpri Chinchwad"
"4024",2012-07-23,36,"Pimpri Chinchwad"
"4025",2012-07-24,28,"Pimpri Chinchwad"
"4026",2012-07-25,29,"Pimpri Chinchwad"
"4027",2012-07-30,43,"Pimpri Chinchwad"
"4028",2012-08-01,65,"Pimpri Chinchwad"
"4029",2012-08-02,33,"Pimpri Chinchwad"
"4030",2012-08-03,34,"Pimpri Chinchwad"
"4031",2012-08-05,48,"Pimpri Chinchwad"
"4032",2012-08-06,44,"Pimpri Chinchwad"
"4033",2012-08-07,29,"Pimpri Chinchwad"
"4034",2012-08-08,33,"Pimpri Chinchwad"
"4035",2012-08-09,30,"Pimpri Chinchwad"
"4036",2012-08-10,35,"Pimpri Chinchwad"
"4037",2012-08-12,45,"Pimpri Chinchwad"
"4038",2012-08-13,48,"Pimpri Chinchwad"
"4039",2012-08-14,31,"Pimpri Chinchwad"
"4040",2012-08-16,29,"Pimpri Chinchwad"
"4041",2012-08-17,28,"Pimpri Chinchwad"
"4042",2012-08-19,38,"Pimpri Chinchwad"
"4043",2012-08-21,28,"Pimpri Chinchwad"
"4044",2012-08-22,48,"Pimpri Chinchwad"
"4045",2012-08-23,41,"Pimpri Chinchwad"
"4046",2012-08-25,29,"Pimpri Chinchwad"
"4047",2012-08-26,30,"Pimpri Chinchwad"
"4048",2012-08-27,39,"Pimpri Chinchwad"
"4049",2012-08-28,45,"Pimpri Chinchwad"
"4050",2012-08-29,40,"Pimpri Chinchwad"
"4051",2012-08-30,48,"Pimpri Chinchwad"
"4052",2012-08-31,48,"Pimpri Chinchwad"
"4053",2012-09-02,33,"Pimpri Chinchwad"
"4054",2012-09-04,35,"Pimpri Chinchwad"
"4055",2012-09-05,38,"Pimpri Chinchwad"
"4056",2012-09-06,38,"Pimpri Chinchwad"
"4057",2012-09-07,43,"Pimpri Chinchwad"
"4058",2012-09-09,38,"Pimpri Chinchwad"
"4059",2012-09-10,43,"Pimpri Chinchwad"
"4060",2012-09-11,NA,"Pimpri Chinchwad"
"4061",2012-09-12,43,"Pimpri Chinchwad"
"4062",2012-09-13,49,"Pimpri Chinchwad"
"4063",2012-09-14,33,"Pimpri Chinchwad"
"4064",2012-09-17,41,"Pimpri Chinchwad"
"4065",2012-09-18,44,"Pimpri Chinchwad"
"4066",2012-09-19,47,"Pimpri Chinchwad"
"4067",2012-09-20,57,"Pimpri Chinchwad"
"4068",2012-09-21,56,"Pimpri Chinchwad"
"4069",2012-09-23,58,"Pimpri Chinchwad"
"4070",2012-09-24,44,"Pimpri Chinchwad"
"4071",2012-09-25,63,"Pimpri Chinchwad"
"4072",2012-09-26,61,"Pimpri Chinchwad"
"4073",2012-09-27,51,"Pimpri Chinchwad"
"4074",2012-09-28,81,"Pimpri Chinchwad"
"4075",2012-09-30,78,"Pimpri Chinchwad"
"4076",2012-10-01,59,"Pimpri Chinchwad"
"4077",2012-10-02,59,"Pimpri Chinchwad"
"4078",2012-10-04,NA,"Pimpri Chinchwad"
"4079",2012-10-05,41,"Pimpri Chinchwad"
"4080",2012-10-07,56,"Pimpri Chinchwad"
"4081",2012-10-09,NA,"Pimpri Chinchwad"
"4082",2012-10-10,58,"Pimpri Chinchwad"
"4083",2012-10-11,64,"Pimpri Chinchwad"
"4084",2012-10-12,74,"Pimpri Chinchwad"
"4085",2012-10-14,83,"Pimpri Chinchwad"
"4086",2012-10-16,89,"Pimpri Chinchwad"
"4087",2012-10-17,73,"Pimpri Chinchwad"
"4088",2012-10-18,74,"Pimpri Chinchwad"
"4089",2012-10-19,76,"Pimpri Chinchwad"
"4090",2012-10-21,60,"Pimpri Chinchwad"
"4091",2012-10-22,81,"Pimpri Chinchwad"
"4092",2012-10-23,74,"Pimpri Chinchwad"
"4093",2012-10-24,67,"Pimpri Chinchwad"
"4094",2012-10-25,85,"Pimpri Chinchwad"
"4095",2012-10-28,89,"Pimpri Chinchwad"
"4096",2012-10-29,76,"Pimpri Chinchwad"
"4097",2012-10-30,71,"Pimpri Chinchwad"
"4098",2012-10-31,89,"Pimpri Chinchwad"
"4099",2012-11-01,98,"Pimpri Chinchwad"
"4100",2012-11-02,126,"Pimpri Chinchwad"
"4101",2012-11-04,74,"Pimpri Chinchwad"
"4102",2012-11-06,97,"Pimpri Chinchwad"
"4103",2012-11-09,55,"Pimpri Chinchwad"
"4104",2012-11-10,89,"Pimpri Chinchwad"
"4105",2012-11-12,92,"Pimpri Chinchwad"
"4106",2012-11-13,119,"Pimpri Chinchwad"
"4107",2012-11-14,136,"Pimpri Chinchwad"
"4108",2012-11-15,84,"Pimpri Chinchwad"
"4109",2012-11-16,81,"Pimpri Chinchwad"
"4110",2012-11-18,88,"Pimpri Chinchwad"
"4111",2012-11-19,153,"Pimpri Chinchwad"
"4112",2012-11-20,224,"Pimpri Chinchwad"
"4113",2012-11-21,127,"Pimpri Chinchwad"
"4114",2012-11-22,112,"Pimpri Chinchwad"
"4115",2012-11-23,109,"Pimpri Chinchwad"
"4116",2012-11-25,113,"Pimpri Chinchwad"
"4117",2012-11-26,98,"Pimpri Chinchwad"
"4118",2012-11-27,107,"Pimpri Chinchwad"
"4119",2012-11-28,119,"Pimpri Chinchwad"
"4120",2012-11-29,151,"Pimpri Chinchwad"
"4121",2012-11-30,NA,"Pimpri Chinchwad"
"4122",2012-12-02,117,"Pimpri Chinchwad"
"4123",2012-12-03,108,"Pimpri Chinchwad"
"4124",2012-12-05,NA,"Pimpri Chinchwad"
"4125",2012-12-06,90,"Pimpri Chinchwad"
"4126",2012-12-10,95,"Pimpri Chinchwad"
"4127",2012-12-11,165,"Pimpri Chinchwad"
"4128",2012-12-12,87,"Pimpri Chinchwad"
"4129",2012-12-13,91,"Pimpri Chinchwad"
"4130",2012-12-14,104,"Pimpri Chinchwad"
"4131",2012-12-16,131,"Pimpri Chinchwad"
"4132",2012-12-17,104,"Pimpri Chinchwad"
"4133",2012-12-18,58,"Pimpri Chinchwad"
"4134",2012-12-20,120,"Pimpri Chinchwad"
"4135",2012-12-23,113,"Pimpri Chinchwad"
"4136",2012-12-24,108,"Pimpri Chinchwad"
"4137",2012-12-25,97,"Pimpri Chinchwad"
"4138",2012-12-26,107,"Pimpri Chinchwad"
"4139",2012-12-27,89,"Pimpri Chinchwad"
"4140",2012-12-28,131,"Pimpri Chinchwad"
"4141",2012-12-30,147,"Pimpri Chinchwad"
"4142",2012-12-31,119,"Pimpri Chinchwad"
"4143",2013-01-01,86,"Pimpri Chinchwad"
"4144",2013-01-02,80,"Pimpri Chinchwad"
"4145",2013-01-03,124,"Pimpri Chinchwad"
"4146",2013-01-04,131,"Pimpri Chinchwad"
"4147",2013-01-06,139,"Pimpri Chinchwad"
"4148",2013-01-07,124,"Pimpri Chinchwad"
"4149",2013-01-08,157,"Pimpri Chinchwad"
"4150",2013-01-09,134,"Pimpri Chinchwad"
"4151",2013-01-10,141,"Pimpri Chinchwad"
"4152",2013-01-11,147,"Pimpri Chinchwad"
"4153",2013-01-13,202,"Pimpri Chinchwad"
"4154",2013-01-14,164,"Pimpri Chinchwad"
"4155",2013-01-15,155,"Pimpri Chinchwad"
"4156",2013-01-17,123,"Pimpri Chinchwad"
"4157",2013-01-18,92,"Pimpri Chinchwad"
"4158",2013-01-20,144,"Pimpri Chinchwad"
"4159",2013-01-21,156,"Pimpri Chinchwad"
"4160",2013-01-22,142,"Pimpri Chinchwad"
"4161",2013-01-23,160,"Pimpri Chinchwad"
"4162",2013-01-24,153,"Pimpri Chinchwad"
"4163",2013-01-27,145,"Pimpri Chinchwad"
"4164",2013-01-28,144,"Pimpri Chinchwad"
"4165",2013-01-29,115,"Pimpri Chinchwad"
"4166",2013-01-30,139,"Pimpri Chinchwad"
"4167",2013-01-31,151,"Pimpri Chinchwad"
"4168",2013-02-01,130,"Pimpri Chinchwad"
"4169",2013-02-03,135,"Pimpri Chinchwad"
"4170",2013-02-04,125,"Pimpri Chinchwad"
"4171",2013-02-05,91,"Pimpri Chinchwad"
"4172",2013-02-06,93,"Pimpri Chinchwad"
"4173",2013-02-07,134,"Pimpri Chinchwad"
"4174",2013-02-08,123,"Pimpri Chinchwad"
"4175",2013-02-10,134,"Pimpri Chinchwad"
"4176",2013-02-11,53,"Pimpri Chinchwad"
"4177",2013-02-12,132,"Pimpri Chinchwad"
"4178",2013-02-13,131,"Pimpri Chinchwad"
"4179",2013-02-14,137,"Pimpri Chinchwad"
"4180",2013-02-15,108,"Pimpri Chinchwad"
"4181",2013-02-16,104,"Pimpri Chinchwad"
"4182",2013-02-18,155,"Pimpri Chinchwad"
"4183",2013-02-19,107,"Pimpri Chinchwad"
"4184",2013-02-20,139,"Pimpri Chinchwad"
"4185",2013-02-21,119,"Pimpri Chinchwad"
"4186",2013-02-22,99,"Pimpri Chinchwad"
"4187",2013-02-24,119,"Pimpri Chinchwad"
"4188",2013-02-25,125,"Pimpri Chinchwad"
"4189",2013-02-26,112,"Pimpri Chinchwad"
"4190",2013-02-27,122,"Pimpri Chinchwad"
"4191",2013-02-28,236,"Pimpri Chinchwad"
"4192",2013-03-01,125,"Pimpri Chinchwad"
"4193",2013-03-03,133,"Pimpri Chinchwad"
"4194",2013-03-04,143,"Pimpri Chinchwad"
